match_id,winner,map,region,date_time,sum_lvl1,sum_lvl2,range_lvl1,range_lvl2,sum_tier1,sum_tier2,range_tier1,range_tier2,a_wr1,a_wr2,a_wr3,a_wr4,a_wr5,a_wr6,a_wr7,a_wr8,a_wr9,a_wr10,sum_awr1,sum_awr2,weight_awr1,weight_awr2,c_kda1,c_kda2,c_kda3,c_kda4,c_kda5,c_kda6,c_kda7,c_kda8,c_kda9,c_kda10,sum_ckda1,sum_ckda2,weight_ckda1,weight_ckda2,c_wr1,c_wr2,c_wr3,c_wr4,c_wr5,c_wr6,c_wr7,c_wr8,c_wr9,c_wr10,sum_cwr1,sum_cwr2,weight_cwr1,weight_cwr2
1076557858,1,Ranked Stone Keep,EU,3/27/2021 7:26:13 AM,521,701,161,226,53,60,14,4,0.4615,0.4854,0.4324,0.4756,0.4,0.5298,0.497,0.5484,0.6957,0.5174,2.2549,2.7883,0.4716,0.5191,1.0441,1.6579,2.6,2.4006,0.55,1.5677,2.0082,1.9878,1.4649,2.9278,8.2526,9.9564,1.9809,2.1752,0.3333,0.4,0.4615,0.7059,0,0.5455,0.5789,0.6667,0.5714,0.4884,1.9007,2.8509,0.5238,0.5455
1076557865,0,Ranked Frog Isle,NA,3/27/2021 7:26:14 AM,1869,1590,421,426,76,67,13,8,0.5368,0.5028,0.4839,0.4974,0.4,0.4699,0.5679,0.5949,0.5049,0.5,2.4209,2.6376,0.5003,0.5189,2.7255,1.398,0,0.9878,0.8,3,3.5606,1.9038,1.3636,0.8103,5.9113,10.6383,1.0571,1.9479,0.6923,0.4231,0,0.5116,1,0,0.5789,0.5645,0.5,0,2.627,1.6434,0.5128,0.537
1076557905,0,Ranked Frozen Guard,Brazil,3/27/2021 7:26:33 AM,1542,2077,585,692,85,79,2,14,0.4824,0.6071,0.5652,0.5758,0.5417,0.5226,0.4966,0.5021,0.5159,0.5294,2.7722,2.5666,0.5296,0.5123,1.4943,2.73,3.1364,0,2.1718,2.0425,1.2522,2.2682,3.565,0,9.5325,9.1279,1.554,2.1064,0.5496,0.5,0.8333,0,0.5694,0.5785,0.4839,0.4975,0.5263,0,2.4523,2.0862,0.5524,0.5243
1076557937,1,Ranked Warder's Gate,NA,3/27/2021 7:26:50 AM,2129,2957,503,852,106,108,6,3,0.4714,0.5188,0.5194,0.558,0.5292,0.5101,0.5014,0.5348,0.5,0.5217,2.5968,2.568,0.527,0.5115,3.0174,2.1455,1.7416,1.603,1.404,2.0024,2.1283,2.1083,1.5417,0,9.9115,7.7807,1.6513,2.0234,0.52,0.3982,0.6087,0.5207,0.5625,0.4737,0.533,0.45,0.6429,0,2.6101,2.0996,0.5291,0.5265
1076557980,0,Ranked Frozen Guard,Latin America North,3/27/2021 7:27:08 AM,2307,2295,709,815,86,86,8,10,0.5291,0.5315,0.5763,0.4919,0.6389,0.5221,0.4744,0.6364,0.5043,0.4901,2.7677,2.6273,0.5312,0.5051,2.0549,2.3145,2.3731,1.7865,1.1739,1.897,1.6149,2.1122,1.9589,0.9184,9.7029,8.5014,2.0331,1.7315,0.4765,0.541,0.75,0.5401,0.3333,0.569,0.4615,0.5385,0.5,0,2.6409,2.069,0.5108,0.4878
1076557989,1,Ranked Frozen Guard,Brazil,3/27/2021 7:27:11 AM,161,261,24,59,42,28,13,10,0.2,0.4,0.3947,0.4706,0.4034,0.503,0.4756,0.4074,0.5,0.5,1.8687,2.386,0.402,0.4858,2.5,2.0417,1.75,1.1,1.3178,1.8039,2.3636,0.8068,0.9333,0.6471,8.7095,6.5547,1.5332,1.6792,0,0.5,0.25,0,0.3846,0.5172,0.7143,0.75,0.5,0.5,1.1346,2.9815,0.36,0.5479
1076558018,0,Ranked Frozen Guard,NA,3/27/2021 7:27:29 AM,232,237,41,37,84,74,14,5,0.5,0.6753,0.52,0.5137,0.4444,0.4828,0.4444,0.45,0.4545,0.6667,2.6534,2.4984,0.5581,0.4722,2.0491,3.1054,2.0517,1.5733,2.2364,3.7796,2.2857,2.375,5.5893,1.3929,11.0159,15.4225,2.2032,3.6984,0.5306,0.6,0.5833,0.5949,0.5,0.5862,0.3333,0,0.8,0,2.8088,1.7195,0.5794,0.5714
1076558169,1,Ranked Ascension Peak,NA,3/27/2021 7:28:56 AM,1129,2434,643,875,42,62,6,3,0.5047,0,0.4468,0.4583,0.5833,0.4971,0.7222,0.5018,0.536,0.478,1.9931,2.7351,0.4869,0.505,2.3861,2.0833,1.9409,2.3889,1.1111,1.5857,1.3591,1.3604,1.7598,1.5614,9.9103,7.6264,2.1413,1.5265,0.3,0,0.6154,0.8333,0,0.5511,0.6429,0.4799,0.4945,0.5136,1.7487,2.682,0.5161,0.5184
1076558176,1,Ranked Frozen Guard,Latin America North,3/27/2021 7:28:59 AM,2031,2422,557,628,78,81,18,8,0.5241,0.4375,0.4957,0.4533,0.4766,0.5714,0.522,0.4943,0.5379,0.5357,2.3872,2.6613,0.5052,0.5284,1.9939,1.9259,1.3911,1.4149,1.1043,3.0375,1.8587,0,1.3155,2.1876,7.8301,8.3993,1.6045,2.1386,0.4953,0.45,0.3333,0.3,0.4452,0.5882,0.4815,0,0.5385,0.4659,2.0238,2.0741,0.4636,0.4807
1076558202,1,Ranked Timber Mill,NA,3/27/2021 7:29:07 AM,2093,1444,443,622,66,72,11,7,0.36,0.6129,0.3881,0.5125,0.5182,0.497,0.5012,0.6,0.4935,0.4757,2.3917,2.5674,0.5202,0.4946,1.5,1.2128,1.106,0,2.3083,1.2793,3.0913,2.4897,2.4976,1.2917,6.1271,10.6496,1.8263,2.1124,0.5,0.2857,0.5217,0,0.5393,0.4563,0.5879,0.4375,0.6222,0.45,1.8467,2.5539,0.4964,0.5271
1076558252,1,Ranked Splitstone Quarry,Latin America North,3/27/2021 7:29:33 AM,3205,2324,903,480,121,120,3,4,0.6557,0.5083,0.569,0.5689,0.6833,0.526,0.6364,0.6364,0.5169,0.5748,2.9852,2.8905,0.5722,0.5411,3.4504,1.3638,0,2.8936,1.129,1.8037,2.5802,3.0982,2.35,2.3552,8.8368,12.1873,2.7569,2.172,0.6739,0.5517,0,0.5829,0.3333,0.5729,0.8,0.5972,0.5314,0.6328,2.1418,3.1343,0.5929,0.5713
1076558286,1,Ranked Stone Keep,Southeast Asia,3/27/2021 7:29:48 AM,2168,1797,765,388,73,73,7,8,0.4758,0.6286,0.6,0.5397,0.5027,0.5458,0.4858,0.5027,0.5714,0.4634,2.7468,2.5691,0.509,0.5114,1.3575,1.6605,1.2776,1.3944,1.7121,2.5222,2.0171,1.2017,2.3214,1.5326,7.4021,9.595,1.5658,2.0283,0.446,0.5745,0.4828,0.4444,0.5684,0.5238,0.5263,0.4,0.6667,0.52,2.5161,2.6368,0.5107,0.5182
1076558322,0,Ranked Jaguar Falls,NA,3/27/2021 7:30:07 AM,2999,3240,867,744,112,113,7,6,0.56,0.4824,0.5065,0.5101,0.5123,0.5244,0.4875,0.5176,0.4936,0.5124,2.5713,2.5355,0.5011,0.5094,2.5648,0,0,1.7399,1.2514,3.25,2.317,1.3886,3.3976,1.6262,5.5561,11.9794,1.4822,1.926,0.6923,0,0,0.5,0.5823,0.5,0.5918,0.5703,0.5155,0.5,1.7746,2.6776,0.5804,0.5457
1076558367,1,Ranked Ascension Peak,EU,3/27/2021 7:30:25 AM,1545,834,593,350,70,46,6,6,0.5,0.5,0.4933,0.5044,0.5357,0.501,0.5,0.5037,0.5,0.5208,2.5334,2.5255,0.5051,0.5029,2.9,0.8939,2.5635,1.3618,1.995,1.656,1.625,2.1114,0.9677,1.4856,9.7142,7.8457,2.4085,1.8037,0.4923,0.25,0.5212,0.5655,0.2941,0.5475,0.5,0.5558,0.6667,0.5294,2.1231,2.7994,0.5209,0.5505
1076558370,0,Ranked Jaguar Falls,Latin America North,3/27/2021 7:30:27 AM,1593,633,312,352,71,48,9,15,0.5015,0.5375,0.4966,0.5072,0.508,0.3125,0.5203,0.439,0.4951,0.4827,2.5508,2.2496,0.5081,0.4871,1.48,2.1814,1.9832,1.9463,1.6907,2.7639,0.8994,0.4444,1.4645,1.0724,9.2816,6.6446,1.6708,1.3876,0.5251,0.5618,0.4729,0.4762,0.5,0.1429,0.35,0,0.5395,0.2,2.536,1.2324,0.5158,0.4474
1076558449,1,Ranked Frozen Guard,Southeast Asia,3/27/2021 7:31:02 AM,2718,1916,954,320,69,77,5,4,0.5045,0.5189,0.4891,0.5006,0,0.5676,0.5865,0.5045,0.5816,0.5,2.0131,2.7402,0.5069,0.5156,2.1233,1.8973,1.3258,1.5246,0.8571,2.5693,0.6323,2.563,1.6103,1.1915,7.7281,8.5664,1.9051,1.7572,0.5,0.5377,0.4444,0.486,0,0.675,0.3784,0.4701,0.48,0.4706,1.9681,2.4741,0.5168,0.4901
1076558468,0,Ranked Timber Mill,NA,3/27/2021 7:31:12 AM,1181,1431,365,925,79,74,8,8,0.5702,0.5455,0.5596,0.5276,0.5909,0.5455,0.5423,0.3684,0.5152,0.4889,2.7938,2.4603,0.5645,0.5245,1.2925,1.8489,2.0699,1.6656,1.7028,1.1383,1.9493,1.5781,1.5833,1.4857,8.5797,7.7347,1.7207,1.5732,0.5,0.4694,0.7059,0.3617,0.5714,0.25,0.4545,0,0,0.4,2.6084,1.1045,0.4912,0.2857
1076558481,1,Ranked Frozen Guard,Brazil,3/27/2021 7:31:19 AM,1609,2959,594,949,79,106,15,5,0.5,0.5105,0.5042,0.4826,0.5143,0.4918,0.5082,0.5108,0.5072,0.6,2.5116,2.618,0.507,0.5069,0,1.9979,3.1843,1.9444,1.5638,2.1368,2.3616,1.4553,2.2952,0,8.6904,8.2489,2.6843,2.1304,0,0.4444,0.537,0.4167,0.4231,0.6311,0.5286,0.4,0.5423,0,1.8212,2.102,0.5092,0.5266
1076558487,1,Ranked Ascension Peak,EU,3/27/2021 7:31:22 AM,2445,1529,872,776,99,99,7,8,0.5207,0.5,0.5366,0.5437,0.5522,0.5148,0.5417,0.4375,0.5044,0.6812,2.6532,2.6796,0.5231,0.5174,0,2.7198,2.0941,1.2151,1.05,1.877,1.6064,2.1842,0,2.9167,7.079,8.5843,2.0259,2.0247,0,0.463,0.4423,0.5,0,0.5,0.5,0.5,0,1,1.4053,2.5,0.4474,0.506
1076568881,1,Ranked Ice Mines,EU,3/27/2021 9:00:00 AM,179,207,39,37,25,39,10,5,0.2,0.3,0,0.4,0.3333,0.4872,0.5111,0.3333,0.4468,0.5,1.2333,2.2784,0.2955,0.4823,1.3085,1.0294,1.0714,0.5909,1.5377,1.4852,1.7124,2.8,1.875,1.2333,5.5379,9.1059,1.3341,1.6012,0.75,0.25,0,0,0.625,0.5217,0.5143,1,1,0.5,1.625,3.536,0.5385,0.5323
1076568897,1,Ranked Jaguar Falls,NA,3/27/2021 9:00:10 AM,632,728,363,275,73,77,8,12,0.5417,0.4861,0.5208,0.5714,0.5463,0.5067,0.4833,0.4217,0.5833,0.4167,2.6663,2.4117,0.5319,0.4904,3.3789,1.8983,1.3519,1.3,1.3021,1.259,3.3178,1.5325,1.8248,1.2941,9.2312,9.2282,1.9537,1.6989,0.7222,0.5,0.4286,0.5,0.2,0.75,0.6316,0.4468,0.6,0.5,2.3508,2.9284,0.5169,0.5106
1076568995,0,Ranked Ascension Peak,EU,3/27/2021 9:00:55 AM,921,842,307,334,46,42,6,10,0.506,0.2632,0.489,0.5023,0.4568,0.4933,0.5333,0.5208,0.5174,0.4583,2.2173,2.5231,0.4963,0.5121,3.1006,2.5,1.6316,2.2161,1.2765,1.511,1.6289,2.1681,2.8973,1.5811,10.7248,9.7864,1.7619,1.624,0.6429,1,0.5362,0.663,0.44,0.4307,0.4444,0.5439,0.48,0.381,3.2821,2.28,0.5644,0.4424
1076569088,1,Ranked Stone Keep,EU,3/27/2021 9:01:44 AM,212,160,69,23,41,59,1,11,0.5,0.4,0.3333,0.3611,0.25,0.2857,0.5385,0.5263,0.6,0.5161,1.8444,2.4666,0.3878,0.5268,1.2331,1.6779,1.3125,1.4926,0.7091,2.6563,2.1906,5,2.1471,3.75,6.4252,15.744,1.3329,2.3463,0.5333,0.5455,0.3333,0.1818,0.375,0.4444,0.5217,1,0.6667,1,1.9689,3.6328,0.4167,0.5526
1076569139,0,Ranked Jaguar Falls,EU,3/27/2021 9:02:04 AM,321,415,45,74,41,39,3,6,0.6,0.5556,0.561,0.5143,0.5352,0.4252,0.5854,0.3333,0.5062,0.4966,2.7661,2.3467,0.5413,0.4837,1.3542,1.7285,0,3,1.2308,2.1244,1.792,0.697,2.0309,1.1524,7.3135,7.7967,1.4385,1.8353,0.5111,0.5476,0,1,0.5333,0.5135,0.4483,0.75,0.6429,0.3846,2.592,2.7393,0.5233,0.5071
1076569197,1,Ranked Frog Isle,Brazil,3/27/2021 9:02:35 AM,1828,1651,977,585,95,89,8,4,0.5789,0.4615,0.5874,0.5022,0.5108,0.6071,0.5321,0.5758,0.5012,0.5417,2.6408,2.7579,0.5191,0.5296,1.6503,1.9643,0.9444,2.21,1.395,4.0833,3.2259,0,1.6514,1.8374,8.164,10.798,1.4836,1.8642,0.575,0.3333,0,0.5122,0.4639,1,0.5932,0,0.4737,0.5109,1.8844,2.5778,0.4823,0.5101
1076569214,0,Ranked Frog Isle,EU,3/27/2021 9:02:45 AM,1540,2097,269,656,77,58,8,9,0.5649,0.4831,0.5,0.5385,0.5,0.5333,0.5093,0.5227,0,0.5556,2.5865,2.1209,0.5228,0.5189,1.6202,1.9831,2.2086,1.7635,1.2143,0,2.7595,2.1363,0.5,1.607,8.7897,7.0028,1.9381,2.113,0.4902,0.5833,0.5243,0.6538,0.5,0,0.4887,0.4992,0,0.5072,2.7516,1.4951,0.5455,0.4983
1076569264,0,Ranked Stone Keep,EU,3/27/2021 9:03:11 AM,890,319,527,60,20,29,4,8,0.4211,0.3939,0.4,0.3333,0.3636,0.5,0.4343,0.4396,0.4156,0.3111,1.9119,2.1006,0.3804,0.4361,2.0899,2.6739,2,1.9615,5.5,1.9914,1.5248,1.5026,1.6621,0.7373,14.2253,7.4182,2.155,1.509,0.5797,0.75,0.5,1,1,0.5593,0.4583,0.2593,0.2941,0.35,3.8297,1.921,0.6076,0.4135
1076569269,0,Ranked Frozen Guard,EU,3/27/2021 9:03:14 AM,1574,1301,654,352,102,102,11,5,0.5602,0.5263,0.54,0.5248,0.5342,0.5475,0.4969,0.4865,0.6286,0.5291,2.6855,2.6886,0.5332,0.5143,2.0732,2.1867,2.0403,1.7558,1.9283,0,2.3751,2.1857,2.356,1.366,9.9843,8.2828,2.001,2.3269,0.55,0.439,0.5268,0.4667,0.4928,0,0.5682,0.537,0.5294,0.5,2.4753,2.1346,0.508,0.5635
1076569304,1,Ranked Ice Mines,EU,3/27/2021 9:03:31 AM,1558,2025,607,252,84,106,11,7,0.5698,0.5484,0.6,0.3333,0.5,0.5204,0.4931,0.5909,0.5034,0.5217,2.5515,2.6295,0.5588,0.5077,3.7416,2.0336,2.2445,0.65,1.1806,2.5376,2.1414,1.75,2.0071,1.2547,9.8503,9.6908,2.6171,2.1986,0.6776,0.4231,0.531,0,0.5333,0.5,0.4878,0.5,0.4211,0.6,2.165,2.5089,0.5682,0.4825
1076569305,0,Ranked Ascension Peak,Southeast Asia,3/27/2021 9:03:31 AM,714,1673,198,560,73,66,12,7,0.4194,0.5363,0.4,0.5405,0.4815,0.5073,0.4286,0.4856,0.4286,0.5045,2.3777,2.3546,0.5291,0.5018,0,1.9412,2.1667,1.6394,1.6778,2.3879,1.0503,2.0892,0.9405,1.8304,7.4251,8.2983,1.6903,1.9778,0,0.5556,1,0.5926,0.4,0.4464,0.4063,0.5162,0.2857,0.5106,2.5482,2.1652,0.5816,0.4904
1076569347,1,Ranked Frog Isle,EU,3/27/2021 9:03:49 AM,879,1836,476,917,75,72,6,6,0.5294,0.5208,0.5,0.5258,0.5667,0.7105,0.55,0.5034,0.4918,0.5556,2.6427,2.8113,0.5228,0.5138,0.7656,0.3333,2.4565,1.7676,1.2122,5.15,2.3393,1.8317,1.2148,1.9167,6.5352,12.4525,1.9274,1.417,0,0,0.5809,0.6667,0.5588,1,0.6667,0.5,0.593,0.5672,1.8064,3.3269,0.5572,0.5907
1076569468,0,Ranked Frozen Guard,NA,3/27/2021 9:04:51 AM,3004,986,908,456,86,68,9,7,0.5238,0.4824,0.4879,0.5124,0.4932,0.5667,0.6667,0.5521,0.5679,0.5045,2.4997,2.8579,0.491,0.5421,2.32,0,1.8778,1.7583,2.8859,3.5036,0.25,3.4474,1.0517,1.3462,8.842,9.5989,1.9503,3.2603,0.6667,0,0.5455,0.5397,0.5915,0.631,0,0.6667,0.25,0.5,2.3434,2.0477,0.5507,0.6061
1076569476,0,Ranked Warder's Gate,Southeast Asia,3/27/2021 9:04:55 AM,1393,936,855,292,62,60,12,2,0.5192,0.68,0.6897,0.548,0.3333,0.5714,0.4512,0.5102,0.5082,0.5333,2.7702,2.5743,0.564,0.4843,3.25,2.8,1.3333,1.7896,0.9189,2.5377,3.544,1.8721,1.5188,1.5718,10.0918,11.0444,1.846,3.0234,1,1,1,0.7143,0.5,0.7027,0.5181,0.5714,0.5263,0.5263,4.2143,2.8448,0.75,0.5348
1076569530,0,Ranked Frog Isle,EU,3/27/2021 9:05:19 AM,605,163,194,23,42,42,14,12,0.4694,0.5,0.5023,0.3333,0.125,0.5714,0.5385,0.2857,0.1538,0.3226,1.93,1.872,0.4817,0.4412,1.9625,1.75,1.2342,2.5,0.8958,2.9219,3.6163,0.9762,1.0833,2.3077,8.3425,10.9054,1.5136,3.152,0.5,0.6667,0.2667,0.6667,0.25,0.6,0.5909,0,0,0.2,2.3501,1.3909,0.4286,0.5263
1076569658,0,Ranked Ice Mines,Brazil,3/27/2021 9:06:19 AM,1011,568,475,353,82,84,9,16,0.6531,0.5361,0.5692,0.5038,0.6286,0.5179,0.4,0.3947,0.4932,0.2407,2.8908,2.0465,0.5447,0.4727,1.8041,0,2.3216,1.2915,1.2955,2.0723,2.0417,1.3621,2.2857,2.0333,6.7127,9.7951,1.3315,2.0626,0.8462,0,0.641,0.4994,1,0.5259,0.5,0.5,0.625,0.2,2.9866,2.3509,0.5114,0.519
1076569663,0,Ranked Splitstone Quarry,EU,3/27/2021 9:06:21 AM,1687,2118,563,666,103,102,6,3,0.4812,0.4673,0.4914,0.4514,0.526,0.5167,0.5439,0.4375,0.5349,0.5904,2.4173,2.6234,0.4941,0.5344,1.71,1.9559,1.5375,2.5147,0,2.5361,2.2301,2.5513,1.6873,1.6674,7.7181,10.6722,1.8688,2.1101,0.4571,0.5063,0.5161,0.6667,0,0.487,0.5278,0.6429,0.5584,0.4615,2.1462,2.6776,0.5043,0.5234
1076569671,1,Ranked Ascension Peak,Southeast Asia,3/27/2021 9:06:25 AM,2243,2459,601,817,80,89,10,8,0.5155,0.5056,0.55,0.5058,0.5556,0.5144,0.589,0.5865,0.5816,0.4973,2.6325,2.7688,0.5114,0.5279,3.3415,1.3939,2.3034,0.8491,2.0299,1.6523,1.838,2,1.8406,0,9.9178,7.3309,1.9416,1.776,0.5,0.5476,0.5802,0.25,0.375,0.5303,0.7222,0.5745,0.5909,0,2.2528,2.4179,0.5364,0.5752
1076569742,0,Ranked Stone Keep,Southeast Asia,3/27/2021 9:07:05 AM,858,1477,244,451,57,61,6,10,0.5146,0.5714,0.5126,0.5862,0.375,0.4,0.5625,0.5223,0.5,0.4519,2.5598,2.4367,0.5201,0.4972,5.75,2.2609,1.5327,1.22,1.8356,1.5089,1.8598,1.7773,2.1009,1.625,12.5992,8.8719,1.6957,1.9565,1,0.5,0.5455,0.3333,0.6111,0.1667,0.3684,0.5263,0.4792,0.6667,2.9899,2.2073,0.5638,0.4615
1076569790,1,Ranked Warder's Gate,NA,3/27/2021 9:07:28 AM,441,1347,131,661,48,49,10,11,0.6154,0.5072,0.3846,0.3333,0.4667,0.6,0.4423,0.5028,0.4138,0.5,2.3072,2.4589,0.5115,0.4946,2.9706,0.941,1.25,1.0192,0,0,1.345,1.8991,0,1.6268,6.1808,4.8709,1.348,1.6104,0.75,0.4167,0.5,0.3333,0,0,0.4906,0.4507,0,0.5556,2,1.4969,0.4865,0.4737
1076569792,0,Ranked Splitstone Quarry,EU,3/27/2021 9:07:30 AM,1167,1393,688,532,59,42,14,8,0.4803,0.5014,0.4574,0.3966,0.471,0.45,0.55,0.4384,0.4967,0.5246,2.3067,2.4597,0.4783,0.494,1.5998,2.5546,1.7063,1.8594,1.6974,0.7037,1.4,1.5623,1.517,1.9309,9.4175,7.1139,2.4535,1.6434,0.4375,0.6174,0.5294,0.5556,0.6,0,0.4,0.5508,0.4187,0.5541,2.7399,1.9236,0.6019,0.5353
1076569906,0,Ranked Frozen Guard,EU,3/27/2021 9:08:27 AM,1602,1641,568,430,73,54,9,9,0.5738,0.5274,0.6111,0.4835,0.359,0.4907,0.484,0.5,0.5259,0.5121,2.5548,2.5127,0.5117,0.5,2.0611,2.3955,2.9478,0,1.4974,1.9137,1.1831,2.92,1.9276,1.896,8.9018,9.8404,1.7424,1.7965,0.7647,0.5833,0.6842,0,0.5385,0.4486,0.431,0.6667,0.582,0.5,2.5707,2.6283,0.5741,0.5031
1076569914,1,Ranked Stone Keep,NA,3/27/2021 9:08:31 AM,1341,1489,637,765,78,87,20,18,0.526,0.5169,0.5882,0.3529,0.4889,0.5455,0.5051,0.5241,0.2857,0.2857,2.4729,2.1461,0.5252,0.5202,2.6757,1.4904,1.2808,0,2.0949,2.2897,2.9333,1.9333,2.5703,1.4,7.5418,11.1266,2.4866,2.0184,0.5949,0.4667,0.4286,0,0.5526,0.5493,0.625,0.5936,0.5,1,2.0428,3.2679,0.5779,0.5815
1076569933,1,Ranked Frog Isle,EU,3/27/2021 9:08:41 AM,997,1542,236,478,30,41,10,7,0.6296,0.4091,0.5022,0.5938,0.4,0.4527,0.5385,0.5036,0.4574,0.5207,2.5347,2.4729,0.5317,0.4986,2.1372,0,1.6122,1.3333,2.1923,2.3555,1.9545,1.6803,1.1142,1.147,7.275,8.2515,1.7132,1.2628,0.625,0,0.5391,0,0.5,0.5,0.6667,0.5217,0.5144,0.5226,1.6641,2.7254,0.5484,0.5181
1076569997,0,Ranked Splitstone Quarry,EU,3/27/2021 9:09:10 AM,1256,514,342,139,70,65,8,5,0.4167,0.5294,0.4947,0.5221,0.4874,0.5455,0.5385,0.5556,0.44,0.2857,2.4503,2.3653,0.5033,0.4912,0.7333,3.125,1.69,1.977,1.5987,3.5364,2.1954,1.8615,1.6818,1.3,9.124,10.5751,1.7179,3.1213,0.35,0.5,0.4633,0.6143,0.6667,0.5502,0.6429,0.5926,0,0.75,2.5943,2.5357,0.5223,0.5619
1076570016,0,Ranked Warder's Gate,EU,3/27/2021 9:09:17 AM,2149,2519,619,256,107,107,8,3,0.5474,0.5,0.5355,0.5184,0.531,0.5455,0.5478,0.5248,0.5286,0.5104,2.6323,2.6571,0.5235,0.5248,2.5821,2.6082,2.1815,0,2.286,2.4107,1.5719,2.0812,1.2651,1.7288,9.6578,9.0577,2.5259,1.8799,0.5541,0.5365,0.5874,0,0.5,0.4977,0.5641,0.4485,0.5833,0.4861,2.178,2.5797,0.5446,0.507
1076570073,1,Ranked Ice Mines,NA,3/27/2021 9:09:47 AM,438,1587,148,626,55,56,10,5,0.55,0.5185,0.4667,0.4749,0.487,0.4969,0.4524,0.5098,0.4865,0.5038,2.4971,2.4494,0.487,0.5035,2.8456,1.5099,1.25,0.7382,0,1.3541,1.7576,1.5766,5.1667,1.5606,6.3437,11.4156,1.3359,1.5292,0.6,0.5714,0.5,0.4667,0,0.5962,0.6364,0.5558,1,0.1429,2.1381,2.9313,0.54,0.5629
1076570086,0,Ranked Frog Isle,NA,3/27/2021 9:09:53 AM,2600,941,572,367,83,48,6,16,0.5368,0.4839,0.4416,0.4974,0.5028,0.4853,0.5149,0.3333,0.4342,0.4966,2.4625,2.2643,0.4978,0.4976,2.3125,0,2.1497,0.9878,1.4901,1.9078,1.6006,0.8125,1.11,1.9832,6.9401,7.4141,1.2714,1.665,0.5,0,0.5765,0.5116,0.5551,0.5227,0.5257,0,0.3846,0.4729,2.1432,1.9059,0.5337,0.5036
1076570123,1,Ranked Splitstone Quarry,EU,3/27/2021 9:10:09 AM,610,1666,121,557,56,57,10,6,0.5741,0.4667,0.4857,0.4878,0.4737,0.5588,0.5091,0.5,0.4133,0.5064,2.488,2.4876,0.5057,0.4993,1.6111,1.0068,1.3496,1.842,1.2059,1.2791,1.7895,2.3778,2.1943,1.2122,7.0154,8.8529,1.4584,2.0421,0.537,0.5,0.5105,0.5185,0,0.5,0.5714,0.5714,0.5532,0.4667,2.066,2.6627,0.5152,0.5471
1076570139,1,Ranked Ice Mines,EU,3/27/2021 9:10:15 AM,559,1146,131,541,78,84,10,3,0.5682,0.5676,0.5435,0.6,0.6,0.6667,0.6667,0.5661,0.5952,0.5166,2.8793,3.0113,0.5559,0.5571,1.9934,2.2329,1.8362,0.5673,2.1333,2.6889,4.0952,1.6082,1.6117,1.4675,8.7631,11.4715,1.9451,1.7752,0.5217,0.5532,0.5741,0.2,0.6,0.6,0.8333,0.5843,0.6,0.2222,2.449,2.8398,0.5598,0.584
1076570208,1,Ranked Warder's Gate,Southeast Asia,3/27/2021 9:10:49 AM,1514,1233,362,534,74,82,4,13,0.3556,0.5089,0,0.3922,0.501,0.6034,0.5577,0.4912,0.625,0.6353,1.7577,2.9126,0.4853,0.5288,1.5,2.5024,1.3404,2.8846,0,5.4453,2.5775,2.0753,1.373,2.0264,8.2274,13.4975,1.7417,1.9728,0.4375,0.5161,0.5882,0.8333,0,0.6522,0.7391,0.4848,0.5854,0.5316,2.3751,2.9931,0.5577,0.575
1076570263,0,Ranked Frog Isle,EU,3/27/2021 9:11:19 AM,1311,1761,973,807,80,88,20,7,0.4985,0.6111,0.5446,0.6667,0.5263,0.4508,0.5323,0.4782,0.5238,0.6667,2.8472,2.6518,0.5058,0.4874,0,1.9539,1.0333,1.25,1.307,3,1.5795,2.4025,0,1.6719,5.5442,8.6539,1.544,2.3197,0,0.5,1,0.6,0.5714,0.75,0.5926,0.5129,0,0.25,2.6714,2.1055,0.6,0.5255
1076570351,0,Ranked Timber Mill,NA,3/27/2021 9:12:01 AM,3612,2924,582,940,110,93,6,20,0.5026,0.5103,0.5096,0.5385,0.5187,0.5768,0.5066,0.4936,0.4815,0.5,2.5797,2.5585,0.5068,0.5315,1.9432,2.2031,2.0573,2.5877,1.915,2.9207,1.7629,3.3976,1.1548,0.8233,10.7063,10.0593,2.093,3.043,0.5652,0.5442,0.4962,0.4696,0.6,0.6,0.4222,0.5155,0.6,0.4545,2.6752,2.5922,0.5155,0.5258
1076570382,0,Ranked Jaguar Falls,EU,3/27/2021 9:12:14 AM,1469,2634,251,941,85,84,7,6,0.5245,0.5068,0.521,0.4874,0.5357,0.5311,0.5814,0.5119,0.5346,0.5368,2.5754,2.6958,0.5154,0.5285,2.15,2.1067,1.3522,2.0294,1.9317,1.8881,2.1217,0,2.3717,1.7477,9.57,8.1292,2.031,2.0492,0.5455,0.5357,0.4615,0.6667,0.7429,0.5849,0.45,0,0.519,0.5,2.9523,2.0539,0.5745,0.5135
1076570520,1,Ranked Frozen Guard,NA,3/27/2021 9:13:19 AM,628,443,235,124,77,72,8,10,0.5035,0.4938,0.4941,0.4583,0.5322,0.875,0.6923,0.5,0.4706,0.4925,2.4819,3.0304,0.5045,0.5208,2.2232,2.2451,1.7866,0.25,1.2734,8.6667,2.825,1.4912,1.6308,3.5,7.7783,18.1137,2.0587,2.0957,0.5714,0.542,0.4198,0,0.375,1,0.5,0.4545,0.5333,0.6667,1.9082,3.1545,0.4959,0.5641
